ExportComments.com,,,,,,,,,,,,,,,
Source URL,https://shopee.ph/Anta-Men-Kt-Fly-Klay-Thompson-Shoes-Basketball-Shoes-112321606-i.960701811.16594271766?publish_id=&sp_atk=3f8003e7-ca93-45d4-9466-dac55e080a1b&xptdk=3f8003e7-ca93-45d4-9466-dac55e080a1b,,,,,,,,,,,,,,
Timezone,UTC,,,,,,,,,,,,,,
Summary,Rating Total: 2074; No Stars: 3 reviews; *: 8 reviews; **: 16 reviews; ***: 98 reviews; ****: 1949 reviews;  With Context: 642;  With Image: 518;  With Media: 544;  Local Review: 2054;  Overall Fit Small: 1;  Overall Fit Fit: 87;  Oversea Review: 20; ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,Author,Date,Rating,Rating Delivery Service,Rating Product Quality,Rating Seller Service,Review,Version,Oversea Shopping,Region,Picture included,Photos,Videos,(view source)
31,,klayman18,10/08/23,5,5,5,5,"Suitability:perfect
Appearance:awesome
Quality:great

Legit Anta Shoes. I really love the shoes, stylish comfortable and quality basketball shoes. True to size. Thank you seller till my next purchase
https://cf.shopee.vn/file/ph-11134103-7qul8-lk8y67v5tllb28","white/green/yellow-5,9.5/43",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7qul8-lk8y67v5tllb28,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6jrnk-lk8y6sh3nujwe0.default.mp4,view review
32,,damboii2020,11/08/23,5,5,5,5,"Quality:10/10
Appearance:10/10
Suitability:10/10

This is my 2nd time that I ordered Anta basketball shoes 😎
💯 Legit. Thumbs up 👍🏻 👍🏻 
Hopefully Nexttime there’s a freebies. 😁
https://cf.shopee.vn/file/ph-11134103-7qul9-lkarxo24pxku2e","white/green/yellow-5,10/44",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7qul9-lkarxo24pxku2e,,view review
33,,rururcfire,11/08/23,5,5,5,5,"Legit na legit. Makapit at malambot sa paa

Dumating kaninang hapon, ginamit ko na agad sa liga nung gabi
Mabilis din ang shipping at delivery!
https://cf.shopee.vn/file/ph-11134103-7qula-lkb6mrhj2s7291","white/green/yellow-5,9.5/43",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7qula-lkb6mrhj2s7291,,view review
34,,easepresso,21/08/23,5,3,5,5,"Appearance:Goods

Malakas spike. One week nga lang talaga before dumating pero worth it naman hehehehe. magand ung outsole malambot. add size kayo kung mej malapad paa niyo 😏
https://cf.shopee.vn/file/ph-11134103-7r98o-lkp6kslf4qpi37
https://cf.shopee.vn/file/ph-11134103-7r98o-lkp6ksk1866922
https://cf.shopee.vn/file/ph-11134103-7r98o-lkp6ksk16rltd9
https://cf.shopee.vn/file/ph-11134103-7r98o-lkp6ksk16rsma8
https://cf.shopee.vn/file/ph-11134103-7r98o-lkp6ksk186d274","white/blue-1,9.5/43",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98o-lkp6kslf4qpi37, https://cf.shopee.vn/file/ph-11134103-7r98o-lkp6ksk1866922, https://cf.shopee.vn/file/ph-11134103-7r98o-lkp6ksk16rltd9, https://cf.shopee.vn/file/ph-11134103-7r98o-lkp6ksk16rsma8, https://cf.shopee.vn/file/ph-11134103-7r98o-lkp6ksk186d274",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke14-lkp6lust80ty70.default.mp4,view review
35,,r*****8,25/08/23,5,5,5,5,"Quality:ang ganda
Suitability:solid
Appearance:apaka ganda

Dko enexpect na idedeliver agad apaka ganda talaga anta salamat anta and syemore salamat kay kuya driver na responsible talaga sa order ko goods yung packaging hindi nasira yung box unlike yung iba basta solid apaka ganda
https://cf.shopee.vn/file/ph-11134103-7r98o-lkv2hao94ch3a7","white/blue-1,7/40",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r98o-lkv2hao94ch3a7,,view review
36,,michaelvinventlim,09/09/23,5,5,5,5,"Suitability:nice
Quality:nice
Appearance:nice

First order. Very nice and comfortable true to size. Thanks shoppe
https://cf.shopee.vn/file/ph-11134103-7r98y-llg5g45a7emb40
https://cf.shopee.vn/file/ph-11134103-7r992-llg5g45a8t6r21
https://cf.shopee.vn/file/ph-11134103-7r98r-llg5g45aa7r726
https://cf.shopee.vn/file/ph-11134103-7r98y-llg5g45abmbnf8
https://cf.shopee.vn/file/ph-11134103-7r98q-llg5g45ad0w354","white/blue-1,9/42.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98y-llg5g45a7emb40, https://cf.shopee.vn/file/ph-11134103-7r992-llg5g45a8t6r21, https://cf.shopee.vn/file/ph-11134103-7r98r-llg5g45aa7r726, https://cf.shopee.vn/file/ph-11134103-7r98y-llg5g45abmbnf8, https://cf.shopee.vn/file/ph-11134103-7r98q-llg5g45ad0w354",,view review
37,,paulopadyao,10/09/23,5,5,5,5,"Quality:very good, legit from anta china mainland
Appearance:maganda, breathable, nice, pang porma pang laro
Suitability:breathable, basketball, point guard use

Thanks Anta great job and shoppee expect mo ng lukot talaga ung box kasi dami pang dadaan which is ok para sakin will edit review pag nag update na next month. Maganda , mabilis nadin shipping kasi from china pa pag nasa pinas na mabilis na yan. Kudos shoppe pag appliances at ganto mga bagay na pinagiipunan d kayo nag papabaya sa item ung item talaga sa seller na dadating sayo thanks so far tiwala sa shopee at anta thanks happy customer here, basketball use only, malambot comportable at breathable pang point guard ung shoes pwde runinng , volleyball , casual user lang ako pero masasabi ok sxa thanks. Sa sizing pla pareho sxa sa nike kung mgsusukat kayo dapat my reference kayo ng iba sapatos pars masukat. Sukat sakin paa 8 us pls noted this sizing para tama size na dadating sa inyo one plus ako kasi pang basketball tlg
https://cf.shopee.vn/file/ph-11134103-7r990-llhrgq1wvs1vde
https://cf.shopee.vn/file/ph-11134103-7r98w-llhrgq1wvrle75
https://cf.shopee.vn/file/ph-11134103-7r991-llhrgq30u5kzcd
https://cf.shopee.vn/file/ph-11134103-7r990-llhrgq0sxeirb5
https://cf.shopee.vn/file/ph-11134103-7r990-llhrgq30u54i2f","white/green/yellow-5,8/41",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r990-llhrgq1wvs1vde, https://cf.shopee.vn/file/ph-11134103-7r98w-llhrgq1wvrle75, https://cf.shopee.vn/file/ph-11134103-7r991-llhrgq30u5kzcd, https://cf.shopee.vn/file/ph-11134103-7r990-llhrgq0sxeirb5, https://cf.shopee.vn/file/ph-11134103-7r990-llhrgq30u54i2f",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke16-llhrft72yp2qc9.default.mp4,view review
38,,t*****e,11/09/23,5,3,5,5,"Quality:10/10
Appearance:10/10

goods na goods ung item. legit. problema lang ay sa deliver kasi napaka tagal. inabot dn ng 3weeks 🥲
pero sulit naman ung item.
pwde na ipang laro agad 😀
https://cf.shopee.vn/file/ph-11134103-7r98s-llj5gt7rausyc3
https://cf.shopee.vn/file/ph-11134103-7r992-llj5gtw6b4xvc9","white/green/yellow-5,8/41",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98s-llj5gt7rausyc3, https://cf.shopee.vn/file/ph-11134103-7r992-llj5gtw6b4xvc9",,view review
39,,bherenz_20,14/09/23,5,5,5,5,"Quality:Orig na orig feeling ko tatagal talaga sya saken
Suitability:saktong sakto
Appearance:Napakaganda nakakaamaze ang ichura nya

Lupet ng sapatos angas ng dating. Dito na ko. Lagi oorder thanks so much sa seller mabilis pang dumating kahit mainland china pa galing  5 star para sakin
https://cf.shopee.vn/file/ph-11134103-7r991-llnlg236qyhy47
https://cf.shopee.vn/file/ph-11134103-7r98t-llnlg236sd2e70
https://cf.shopee.vn/file/ph-11134103-7r990-llnlg236trmue4","white/green/yellow-5,8.5/42",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r991-llnlg236qyhy47, https://cf.shopee.vn/file/ph-11134103-7r98t-llnlg236sd2e70, https://cf.shopee.vn/file/ph-11134103-7r990-llnlg236trmue4",,view review
40,,b*****0,18/09/23,5,5,5,5,"Suitability:very suitable
Appearance:very good
Quality:good quality

super nice da shoes... worth for its price👍👍👍
thanks seller
https://cf.shopee.vn/file/ph-11134103-7r98x-llt0z4h76m7lc5","Blue/Waterfall-2,9.5/43",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r98x-llt0z4h76m7lc5,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke16-llt0zfo2t21b76.default.mp4,view review
41,,robertangelovillanueva,18/09/23,5,5,5,5,"Quality:Very Good Quality talaga nga bossing Salamat Seller
Appearance:Very Good
Suitability:Very Good

Kng gusto niyu na Maganda na Quality dito na kayu sa shop nato di kayu mag sisi napaka handa talaga as in Salamat po 🥰🥰😘😘
https://cf.shopee.vn/file/ph-11134103-7r98z-llt1wg49nkpb75
https://cf.shopee.vn/file/ph-11134103-7r98p-llt1wg4tmrgvac
https://cf.shopee.vn/file/ph-11134103-7r98v-llt1wg403fg1eb
https://cf.shopee.vn/file/ph-11134103-7r98u-llt1wg3znz75fb","White/Green/Yellow-5,8.5/42",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98z-llt1wg49nkpb75, https://cf.shopee.vn/file/ph-11134103-7r98p-llt1wg4tmrgvac, https://cf.shopee.vn/file/ph-11134103-7r98v-llt1wg403fg1eb, https://cf.shopee.vn/file/ph-11134103-7r98u-llt1wg3znz75fb",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke16-llt1wpba765t88.default.mp4,view review
42,,jakecabataa,21/09/23,5,5,5,5,"Appearance:100/100 sobrang ganda
Quality:100/100 Legit original
Suitability:100/100 fit na fit sakto yung pinadala

Sulit na sulit to mga par,order na!
Malakas din ang kapit at tumutunog syempre.
https://cf.shopee.vn/file/ph-11134103-7r98w-llx7jgrcpuy96f
https://cf.shopee.vn/file/ph-11134103-7r990-llx7jgrcpv2nbe
https://cf.shopee.vn/file/ph-11134103-7r98w-llx7jgr2q9kh45
https://cf.shopee.vn/file/ph-11134103-7r98o-llx7jgrd5bbjbc
https://cf.shopee.vn/file/ph-11134103-7r98z-llx7jgsgo8hdf6","Blue/Waterfall-2,9.5/43",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98w-llx7jgrcpuy96f, https://cf.shopee.vn/file/ph-11134103-7r990-llx7jgrcpv2nbe, https://cf.shopee.vn/file/ph-11134103-7r98w-llx7jgr2q9kh45, https://cf.shopee.vn/file/ph-11134103-7r98o-llx7jgrd5bbjbc, https://cf.shopee.vn/file/ph-11134103-7r98z-llx7jgsgo8hdf6",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke17-llx7nt35y8kx8b.default.mp4,view review
43,,p*****t,26/09/23,5,5,5,5,"Appearance:Very Nice, and the materials are very good
Suitability:Need plus 1 size 👍👍
Quality:Very authentic, original 👍👍

10 out of 10 very nice and highly recommended
https://cf.shopee.vn/file/ph-11134103-7r98y-lm48vdj7b1xr19
https://cf.shopee.vn/file/ph-11134103-7r98s-lm48vdj7b1tdcf
https://cf.shopee.vn/file/ph-11134103-7r98w-lm48vdj6vlov9b
https://cf.shopee.vn/file/ph-11134103-7r98z-lm48vdj6vlkh90
https://cf.shopee.vn/file/ph-11134103-7r98u-lm48vdjqw6wheb","Blue/Waterfall-2,10.5/44.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98y-lm48vdj7b1xr19, https://cf.shopee.vn/file/ph-11134103-7r98s-lm48vdj7b1tdcf, https://cf.shopee.vn/file/ph-11134103-7r98w-lm48vdj6vlov9b, https://cf.shopee.vn/file/ph-11134103-7r98z-lm48vdj6vlkh90, https://cf.shopee.vn/file/ph-11134103-7r98u-lm48vdjqw6wheb",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke17-lm491yyrf9ip79.default.mp4,view review
44,,prettyma,27/09/23,5,5,5,5,"Suitability:9/10
Quality:10/10
Appearance:10/10

Ang saya ni hubby. Gustong gusto nya ang sarap daw sa pa. Best buy talaga kasi naka sale na ng 3,995 tas nakakuha pa ng voucher na 1200 kaya ang mura nlng nakuha q. While i paid 5k sa anta ng anak sa SM dito 2,800 something lang. Ty shopee😊
https://cf.shopee.vn/file/ph-11134103-7r98z-lm5ve1r5wb1t2f
https://cf.shopee.vn/file/ph-11134103-7r98t-lm5ve1r5xpm9df
https://cf.shopee.vn/file/ph-11134103-7r98v-lm5ve1r5z46pef
https://cf.shopee.vn/file/ph-11134103-7r98w-lm5ve1r60ir549","Blue/Waterfall-2,12/46",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98z-lm5ve1r5wb1t2f, https://cf.shopee.vn/file/ph-11134103-7r98t-lm5ve1r5xpm9df, https://cf.shopee.vn/file/ph-11134103-7r98v-lm5ve1r5z46pef, https://cf.shopee.vn/file/ph-11134103-7r98w-lm5ve1r60ir549",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke14-lm5vfdxbel0x48.default.mp4,view review
45,,colourful.clothing,02/10/23,5,5,5,4,"Quality:10/10
Appearance:10/10
Suitability:9/10

Nice! Legit Anta bb shoes 😍 nagustuhan ng kapatid ko, at maganda rin naman tlaga ang quality. Medyo kulang lang sa packaging kasi hindi man lang bubble wrap knowing manggagaling pa sya overseas. Got this for only 2,700 great steal! Overall goods ang item 👍
https://cf.shopee.vn/file/ph-11134103-7r98t-lmdg1wkqx4zz37
https://cf.shopee.vn/file/ph-11134103-7r98q-lmdg1wk6ihv52e
https://cf.shopee.vn/file/ph-11134103-7r991-lmdg1wkqhor351","Blue/Waterfall-2,10.5/44.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98t-lmdg1wkqx4zz37, https://cf.shopee.vn/file/ph-11134103-7r98q-lmdg1wk6ihv52e, https://cf.shopee.vn/file/ph-11134103-7r991-lmdg1wkqhor351",,view review
46,,jellou23,04/10/23,5,5,5,5,"Appearance:maganda
Suitability:true to size
Quality:tatry palang. pero mukang matibay

Origgggg origgggg...
https://cf.shopee.vn/file/ph-11134103-7r98y-lmg2f2dch7rj45
https://cf.shopee.vn/file/ph-11134103-7r98q-lmg2f1k7qnpr76
https://cf.shopee.vn/file/ph-11134103-7r98t-lmg2f1k7nukv3c
https://cf.shopee.vn/file/ph-11134103-7r98w-lmg2f1k7nugh4d","Blue/Waterfall-2,8/41",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98y-lmg2f2dch7rj45, https://cf.shopee.vn/file/ph-11134103-7r98q-lmg2f1k7qnpr76, https://cf.shopee.vn/file/ph-11134103-7r98t-lmg2f1k7nukv3c, https://cf.shopee.vn/file/ph-11134103-7r98w-lmg2f1k7nugh4d",,view review
47,,m*****s,06/10/23,5,5,5,5,"Worth the wait! Ganda ng shoes. Quality! Malambot ang cushion! Sulit ang pera dito. Legit! Thank you very much seller and sa rider! Suki na ako ni kuya rider.
https://cf.shopee.vn/file/ph-11134103-7r98x-lmiecst4jw5r37
https://cf.shopee.vn/file/ph-11134103-7r992-lmiecsuihv2ndc","White/Blue-1,9.5/43",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98x-lmiecst4jw5r37, https://cf.shopee.vn/file/ph-11134103-7r992-lmiecsuihv2ndc",,view review
48,,dexie_13,08/10/23,5,5,5,5,"Appearance:Ganda nya personally.
Suitability:perfect
Quality:10/10

Ang Gaan at ang lambot  nya, subrang kapit din sa sahig hnd kayo magsisisi. Recommended ang shop mall na e2 original talaga item nila legit anta.
Share ko lang ung sizes.
26cm ang sukat ng paa ko. 

Order ko.
US9. 
EUR42.5 
Foot length 26.3cm

Saktong sakto lang kahit mag tatlong patung ng mejas kayo pwdng pwd. Walang alog sa paa.
https://cf.shopee.vn/file/ph-11134103-7r98z-lmlgmd606t4h00
https://cf.shopee.vn/file/ph-11134103-7r98z-lmlgmd5zbwr3ed
https://cf.shopee.vn/file/ph-11134103-7r98w-lmlgmd4vdj7z2d
https://cf.shopee.vn/file/ph-11134103-7r991-lmlgmd5zbwmp06
https://cf.shopee.vn/file/ph-11134103-7r98w-lmlgmd5zrcvl63","White/Green/Yellow-5,9/42.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98z-lmlgmd606t4h00, https://cf.shopee.vn/file/ph-11134103-7r98z-lmlgmd5zbwr3ed, https://cf.shopee.vn/file/ph-11134103-7r98w-lmlgmd4vdj7z2d, https://cf.shopee.vn/file/ph-11134103-7r991-lmlgmd5zbwmp06, https://cf.shopee.vn/file/ph-11134103-7r98w-lmlgmd5zrcvl63",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke17-lmlgn9olqub5ca.default.mp4,view review
49,,j_kevin_19,08/10/23,4,5,4,4,"Suitability:True to size
Quality:Great
Appearance:Looks Good

The product is great and in really good condition though there is no bubble wrap on the package. It's just the box of the shoe that protects the product.
https://cf.shopee.vn/file/ph-11134103-7r98v-lmmdnjtx3u9d60
https://cf.shopee.vn/file/ph-11134103-7r98x-lmmdnjtn48zz6d","White/Blue-1,9/42.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98v-lmmdnjtx3u9d60, https://cf.shopee.vn/file/ph-11134103-7r98x-lmmdnjtn48zz6d",https://down-cvs-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke18-lmmdo3s9wm41cd.default.mp4,view review
50,,fishbone_22,11/10/23,5,4,5,4,"Quality:quality of the product is great! Materials used are quality!
Appearance:appearance looks great! Looks good in person.
Suitability:suitable for basketball and training, very lightweight  and soft.

Will defo order again.
https://cf.shopee.vn/file/ph-11134103-7r98o-lmq4d8g7ucc1e6
https://cf.shopee.vn/file/ph-11134103-7r98x-lmq4d8g89spb7c
https://cf.shopee.vn/file/ph-11134103-7r990-lmq4d8g7ucgf11","White/Blue-1,9/42.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98o-lmq4d8g7ucc1e6, https://cf.shopee.vn/file/ph-11134103-7r98x-lmq4d8g89spb7c, https://cf.shopee.vn/file/ph-11134103-7r990-lmq4d8g7ucgf11",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke14-lmq4k3mi3dlbfa.default.mp4,view review
51,,cool_mark20,12/10/23,4,5,4,5,"Appearance:good
Suitability:suits well
Quality:I'm not sure pa

Di ko matukoy if legit ba talaga or hindi kasi parang sobrang light ng material niya. Ang dati ko kasing mga nabili na signature shoes meron talagang official receipt from a legit store kaso wala talaga.
https://cf.shopee.vn/file/ph-11134103-7r98z-lmriz5oobwfl09
https://cf.shopee.vn/file/ph-11134103-7r991-lmriz5onwg6p0a
https://cf.shopee.vn/file/ph-11134103-7r98o-lmriz5je45wx30
https://cf.shopee.vn/file/ph-11134103-7r98s-lmriz5je461be9
https://cf.shopee.vn/file/ph-11134103-7r98z-lmriz5onwgb3c2","Blue/Waterfall-2,9.5/43",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98z-lmriz5oobwfl09, https://cf.shopee.vn/file/ph-11134103-7r991-lmriz5onwg6p0a, https://cf.shopee.vn/file/ph-11134103-7r98o-lmriz5je45wx30, https://cf.shopee.vn/file/ph-11134103-7r98s-lmriz5je461be9, https://cf.shopee.vn/file/ph-11134103-7r98z-lmriz5onwgb3c2",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke14-lmrj37f8mpyp12.default.mp4,view review
52,,ncb29,15/10/23,5,5,5,5,"Appearance:💯
Quality:💯
Suitability:💯

Ang ganda nya lalo sa personal. Worth it the price from 3.9k, nag 10.10 sale to 3.5k plus less voucher na umabot ng 1.5k. 2055 nalang kasama delivery fee. 😇❤️🎁💯
https://cf.shopee.vn/file/ph-11134103-7r98z-lmviofpd5g277e
https://cf.shopee.vn/file/ph-11134103-7r98t-lmviofpd41hra9
https://cf.shopee.vn/file/ph-11134103-7r98w-lmviofpd5fxtc3
https://cf.shopee.vn/file/ph-11134103-7r98w-lmviofpd6umnc8
https://cf.shopee.vn/file/ph-11134103-7r98p-lmviofpd41dd69","White/Blue-1,7/40",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98z-lmviofpd5g277e, https://cf.shopee.vn/file/ph-11134103-7r98t-lmviofpd41hra9, https://cf.shopee.vn/file/ph-11134103-7r98w-lmviofpd5fxtc3, https://cf.shopee.vn/file/ph-11134103-7r98w-lmviofpd6umnc8, https://cf.shopee.vn/file/ph-11134103-7r98p-lmviofpd41dd69",,view review
53,,rolandbanayag,17/10/23,5,5,5,5,"Quality:10/10
Suitability:10/10
Appearance:10/0

This is steal. I've been waiting for this in 6 months already to have restock on tha waterfall color
https://cf.shopee.vn/file/ph-11134103-7r98y-lmycz4qyw99t15
https://cf.shopee.vn/file/ph-11134103-7r98t-lmycz4r8nf8x4e
https://cf.shopee.vn/file/ph-11134103-7r98q-lmycz4qyntzj10
https://cf.shopee.vn/file/ph-11134103-7r98y-lmycz4qyntv53a
https://cf.shopee.vn/file/ph-11134103-7r98v-lmycz4r8nfdb00","Blue/Waterfall-2,8.5/42",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98y-lmycz4qyw99t15, https://cf.shopee.vn/file/ph-11134103-7r98t-lmycz4r8nf8x4e, https://cf.shopee.vn/file/ph-11134103-7r98q-lmycz4qyntzj10, https://cf.shopee.vn/file/ph-11134103-7r98y-lmycz4qyntv53a, https://cf.shopee.vn/file/ph-11134103-7r98v-lmycz4r8nfdb00",,view review
54,,leenardboy07,17/10/23,5,5,5,5,"Quality:10/10 good it's very nice
Appearance:10/10
Suitability:10/10

Ang Ganda talaga hindi ako nagsisi na bumili kahit nagdadalawang isip ako
https://cf.shopee.vn/file/ph-11134103-7r990-lmyjxqryg2y9ca
https://cf.shopee.vn/file/ph-11134103-7r98q-lmyjxqs80835f3
https://cf.shopee.vn/file/ph-11134103-7r98y-lmyjxqry0mtrce
https://cf.shopee.vn/file/ph-11134103-7r98z-lmyjxqry0mpda1","Blue/Waterfall-2,9/42.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r990-lmyjxqryg2y9ca, https://cf.shopee.vn/file/ph-11134103-7r98q-lmyjxqs80835f3, https://cf.shopee.vn/file/ph-11134103-7r98y-lmyjxqry0mtrce, https://cf.shopee.vn/file/ph-11134103-7r98z-lmyjxqry0mpda1",,view review
55,,titatabaloc,18/10/23,5,5,5,5,"Appearance:nice
Suitability:nice
Quality:nice

What u see is what u get . 👍👍👍
https://cf.shopee.vn/file/ph-11134103-7r98q-lmzbn6ygqqk1cf
https://cf.shopee.vn/file/ph-11134103-7r98z-lmzbn6ygqqof95
https://cf.shopee.vn/file/ph-11134103-7r98p-lmzbn6ygs58vb8
https://cf.shopee.vn/file/ph-11134103-7r991-lmzbn6ygs54hcc","White/Blue-1,12/46",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98q-lmzbn6ygqqk1cf, https://cf.shopee.vn/file/ph-11134103-7r98z-lmzbn6ygqqof95, https://cf.shopee.vn/file/ph-11134103-7r98p-lmzbn6ygs58vb8, https://cf.shopee.vn/file/ph-11134103-7r991-lmzbn6ygs54hcc",,view review
56,,m*****a,18/10/23,5,5,5,5,"Appearance:looks exactly like the photo
Quality:good
Suitability:its ok

The product is nice, good quality. Though it’s not true to size. It’s a little big.
https://cf.shopee.vn/file/ph-11134103-7r98t-lmzjl9cy9zy720
https://cf.shopee.vn/file/ph-11134103-7r990-lmzjl9d8p1on2f
https://cf.shopee.vn/file/ph-11134103-7r990-lmzjl9d89lfr87","White/Blue-1,10.5/44.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98t-lmzjl9cy9zy720, https://cf.shopee.vn/file/ph-11134103-7r990-lmzjl9d8p1on2f, https://cf.shopee.vn/file/ph-11134103-7r990-lmzjl9d89lfr87",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke18-lmzjlkudh073a3.default.mp4,view review
57,,j*****k,18/10/23,5,5,5,5,"Suitability:Good
Quality:Original
Appearance:Nice

Maganda kaso diko nalagyan allowance pero sakto lang sakin kasi dapat add one size pala buti nalang 44.5 yung nabili ko kaya kumsiya lang din sa paa ko na size 10. Next time order na ako ng may add 1 sa size
https://cf.shopee.vn/file/ph-11134103-7r98w-lmzzh0kh8s075e
https://cf.shopee.vn/file/ph-11134103-7r98t-lmzzgzy05nwf56","Blue/Waterfall-2,10.5/44.5",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98w-lmzzh0kh8s075e, https://cf.shopee.vn/file/ph-11134103-7r98t-lmzzgzy05nwf56",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke18-lmzzwstno667fd.default.mp4,view review
58,,arttaroy30,18/10/23,5,5,5,5,"Quality:10/10 superb!
Suitability:10/10 true to size
Appearance:10/10 what you see is what you get.

Dahil white ang nabili ko pinag iisipan ko kung ipanlalaro ko pa ba to or ipang aalis/porma nalang. Salamat seller!
https://cf.shopee.vn/file/ph-11134103-7r98z-ln04kqs655bz0b
https://cf.shopee.vn/file/ph-11134103-7r98s-ln04kqs66jwff0
https://cf.shopee.vn/file/ph-11134103-7r991-ln04kqs67ygve5
https://cf.shopee.vn/file/ph-11134103-7r991-ln04kqs69d1ba5","White/Green/Yellow-5,8/41",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98z-ln04kqs655bz0b, https://cf.shopee.vn/file/ph-11134103-7r98s-ln04kqs66jwff0, https://cf.shopee.vn/file/ph-11134103-7r991-ln04kqs67ygve5, https://cf.shopee.vn/file/ph-11134103-7r991-ln04kqs69d1ba5",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke18-ln04m9unk0u78f.default.mp4,view review
59,,khim_429,18/10/23,5,2,5,5,"Suitability:great color
Quality:great
Appearance:great

The shipment is not really that secured. That's all
https://cf.shopee.vn/file/ph-11134103-7r98s-ln0m6pjnsipzef
https://cf.shopee.vn/file/ph-11134103-7r990-ln0m6piu96tj07
https://cf.shopee.vn/file/ph-11134103-7r98v-ln0m6pittqknb2
https://cf.shopee.vn/file/ph-11134103-7r98z-ln0m6pittqgv86","Blue/Waterfall-2,11/45",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98s-ln0m6pjnsipzef, https://cf.shopee.vn/file/ph-11134103-7r990-ln0m6piu96tj07, https://cf.shopee.vn/file/ph-11134103-7r98v-ln0m6pittqknb2, https://cf.shopee.vn/file/ph-11134103-7r98z-ln0m6pittqgv86",,view review
